Customer_ID,Date,Amount,Merchant,Category,Transaction_Type,Transaction_ID
3712,2024-03-16 21:33:50.249319,594.59,McDonald’s,Food & Beverage,Credit,a14b94c8-2400-49db-bb4a-d217b59c2129
5134,2024-04-20 21:09:46.762305,922.63,Apple,Technology,Credit,c0091686-5903-4f50-b152-baf70efddd4e
6859,2023-10-18 21:14:31.749784,749.46,Walmart,Retail,Credit,31a97303-f9ae-4942-819c-fcd464b2c5a2
4600,2024-06-20 21:14:46.078857,326.27,Apple,Technology,Credit,f48ac6db-800b-47e7-ab93-03e233fb89b9
6690,2024-09-23 21:16:43.540508,827.95,Walmart,Retail,Credit,8330c85e-8b03-4a0a-bb65-262b0134af7b
6070,2024-05-08 21:34:41.405751,413.09,Netflix,Entertainment,Credit,5092d112-b0ae-4b3e-adfe-e38d2e86753b
1172,2024-09-15 21:11:16.925543,821.04,Walmart,Retail,Debit,be16da50-5401-46e9-92de-238740e2ef90
8539,2023-12-30 21:19:29.976535,609.95,Spotify,Entertainment,Credit,4f75f7b3-484c-435f-828c-113941accb9d
5383,2023-12-29 21:23:18.309672,455.3,Spotify,Entertainment,Credit,7e41f3d4-138e-4db4-b61a-6e440435f211
8526,2024-04-10 21:27:09.069584,476.65,Target,Retail,Credit,0fa49f37-0902-4beb-a745-106e8626d1e9
2154,2024-01-13 21:16:58.242747,920.55,Starbucks,Food & Beverage,Credit,bed61eef-c503-495e-a2d4-5fd47ef7c4d1
7563,2023-11-22 21:21:36.114991,795.5,Costco,Retail,Debit,159e1fa8-40d5-482e-9c9d-a742a38eb783
6003,2024-08-05 21:13:45.341806,132.97,Target,Retail,Credit,2e2aa93a-3b0f-4cac-b982-c2664f49f76b
2772,2024-06-11 21:08:27.982016,578.62,Netflix,Entertainment,Debit,a5f39658-f6fa-458a-8df0-0db091dbda6e
6334,2024-01-29 21:34:50.049137,47.06,Walmart,Retail,Debit,8bac6a81-13ae-45cb-96f0-876ddc5c75a5
5548,2024-09-08 21:22:43.131963,132.12,Netflix,Entertainment,Credit,30447d99-bee4-4ec1-8248-c4212eeba628
3163,2024-07-06 21:24:35.122889,558.25,Costco,Retail,Credit,cbc22ded-2bbc-45c6-8a68-da3ea41b9dcb
2763,2024-04-17 21:18:38.446938,73.75,Spotify,Entertainment,Credit,61a5395e-edbc-4a42-9472-734d93ca85a8
3691,2024-04-24 21:20:39.694032,670.03,Tesla,Technology,Debit,d126e609-4882-4280-832d-f6f685056924
8916,2024-03-06 21:23:05.939579,49.07,Costco,Retail,Debit,ff6a9fac-7916-4988-9159-6fd03cf2f4d3
8467,2023-10-17 21:21:38.554396,312.46,Apple,Technology,Credit,e5b5f30d-8802-49f3-8496-f94b25492863
4620,2024-02-13 21:16:49.888962,979.36,Walmart,Retail,Credit,d95b5d99-57dd-410b-95da-0f3913e2ece1
1563,2024-01-29 21:31:18.010622,407.71,Tesla,Technology,Debit,9326678f-18be-49a5-b95b-e0d62f7a15e6
4600,2024-05-10 21:09:19.207500,308.31,Costco,Retail,Debit,28d1ee85-fb41-4663-bae1-1f1c09e52c4d
5631,2023-10-23 21:20:42.595733,559.11,Costco,Retail,Debit,5c61e84c-bb54-47a5-b279-118d4ba36b31
7055,2024-08-04 21:24:30.393074,251.96,Target,Retail,Credit,80a1547b-3fb0-4ce5-bb02-6c91e201f29e
5507,2024-07-12 21:33:39.078218,972.81,Spotify,Entertainment,Debit,0460aa96-110a-4434-9068-0911f55afbe0
7804,2024-05-11 21:24:18.100546,619.15,Starbucks,Food & Beverage,Debit,8aad423c-c196-457e-8337-d1a212d7e55c
1490,2023-11-14 21:31:04.015085,397.7,McDonald’s,Food & Beverage,Debit,d45e3ce4-f53b-49a1-8f7c-e169b40f86c9
8030,2024-07-19 21:28:46.764844,61.45,Walmart,Retail,Debit,5948c248-8b93-4924-8724-63c2e6911ac5
5149,2024-06-12 21:09:47.551154,696.44,Lyft,Transportation,Debit,10c851f3-a3ae-4a95-8568-85dce65bf240
7701,2024-04-12 21:33:42.655318,779.82,McDonald’s,Food & Beverage,Debit,5afb4e65-7a52-4f45-8391-78179205bbca
4422,2023-10-27 21:30:57.642853,194.16,Uber,Transportation,Debit,d71e1986-cc86-4097-8f6d-50ca927a5066
6207,2024-06-02 21:16:43.066824,567.21,Netflix,Entertainment,Debit,89769211-cea0-46cb-9beb-1d7843563bf7
5961,2024-01-20 21:35:09.754103,612.86,Tesla,Technology,Credit,ad59fac2-2ce1-4d29-b6ee-e92f9bc8c860
3621,2024-02-20 21:30:27.764579,406.81,Lyft,Transportation,Debit,318c77c5-4d33-4230-81a5-ff1db93c3110
1609,2024-03-26 21:16:17.704106,380.23,Costco,Retail,Debit,f9ab7a48-5015-4a86-bdea-6e141b3e0456
2478,2024-02-29 21:10:44.842708,492.19,Spotify,Entertainment,Debit,992dda5a-1b0c-42c0-8d60-49fc1d4d953b
3820,2024-01-09 21:15:08.502581,530.18,Netflix,Entertainment,Credit,adff5a6d-9db5-4cb4-9ef6-1cdaa6a6d912
9112,2024-04-01 21:17:26.934563,238.25,Starbucks,Food & Beverage,Debit,58c3f666-ba18-46a0-b9f1-5e84ec9bcc5e
7338,2024-10-04 21:22:26.301147,962.55,Amazon,Retail,Credit,098ec435-db16-4a4a-893d-2e5459ad9433
9166,2024-06-09 21:30:38.020718,919.37,Lyft,Transportation,Credit,a99d42ff-f0a0-43fd-b4ee-23435c98b10f
4347,2024-08-04 21:14:11.593398,76.26,Lyft,Transportation,Debit,c4f100aa-1664-40ac-986f-4a81e954aaf6
3816,2024-07-26 21:09:02.599185,530.43,Costco,Retail,Debit,1dc7ee3e-b8e9-4ce2-9783-90fb1d5750d9
2745,2024-02-24 21:09:36.250413,754.33,Netflix,Entertainment,Credit,44d1e234-e869-4857-bb41-ce0a5b75ecdd
9949,2024-09-28 21:09:51.862455,794.92,Netflix,Entertainment,Debit,3ff23135-6511-49a3-ba4f-52a06844ae7c
2727,2024-02-14 21:17:34.227946,579.56,Lyft,Transportation,Credit,454d1a0c-0a40-427f-9874-44f7fee6fd42
4122,2024-04-22 21:26:41.882891,415.06,Costco,Retail,Debit,0f3f5564-c7a8-41a0-8e8f-fef5cac9ba66
2254,2024-04-25 21:21:25.507742,301.2,Apple,Technology,Credit,cb545941-8205-4b69-b2b1-036ab2d0777f
6225,2024-10-04 21:25:46.768678,917.41,Tesla,Technology,Credit,d3192082-e6c5-4181-996d-8c6b715bf7f3
6037,2024-03-18 21:29:17.155922,370.12,Uber,Transportation,Debit,715556a2-7b58-4da9-acc1-002209fab81e
2287,2024-06-26 21:09:33.271423,101.39,McDonald’s,Food & Beverage,Credit,306fedeb-69b2-40cd-bf11-71aa8f038959
6130,2024-05-12 21:29:48.949383,943.93,Tesla,Technology,Credit,e487f0cf-357a-45be-b3da-bdf964bef9d3
2599,2024-02-21 21:30:55.551522,241.47,Starbucks,Food & Beverage,Credit,3fa1b60c-a398-4223-851c-a542ac361319
6549,2024-06-19 21:13:56.228114,931.76,McDonald’s,Food & Beverage,Debit,467930c4-4ae8-4507-a344-0b24edb711d0
9275,2024-07-18 21:21:36.006991,414.71,Lyft,Transportation,Credit,1328c55f-4461-4973-a48c-5c492852510f
8948,2023-12-05 21:17:03.110354,22.59,Amazon,Retail,Debit,0acaa418-925a-4bd4-ba48-a90e96dc6f03
6388,2024-08-17 21:33:24.406345,38.6,Target,Retail,Debit,1f7c824e-b4c1-4d4e-a33a-5c608ffb779e
2366,2024-06-05 21:34:22.764258,164.48,Tesla,Technology,Credit,60247f73-c200-4324-8e32-72e9847a27e9
1298,2024-02-26 21:12:40.110099,182.81,Apple,Technology,Debit,efb5226c-938b-4c4e-86db-f222a15e2169
1645,2024-02-13 21:28:45.063824,755.17,Tesla,Technology,Debit,d5feccba-4f4f-4a63-a09a-753b09648628
3296,2023-11-24 21:12:11.121451,30.75,Walmart,Retail,Credit,8c243bd8-560a-4338-ac53-e66c056639bc
8056,2024-08-12 21:20:25.739101,882.89,Amazon,Retail,Debit,6d5847db-f0c5-445a-9679-55aaec92e967
2033,2024-10-01 21:30:37.423508,630.67,Walmart,Retail,Debit,c8495659-22a7-4bf1-9d5e-404dd8a508c9
2351,2023-10-19 21:14:30.326454,799.6,McDonald’s,Food & Beverage,Credit,ba90e9d6-88b8-4ef4-9249-6c03d2f8af32
3624,2024-07-08 21:20:35.074624,245.19,Netflix,Entertainment,Debit,2457490a-62af-46c2-8b0a-d6be4f10c67f
6345,2024-10-03 21:12:07.267848,285.27,Lyft,Transportation,Debit,b74f8e63-d384-46ba-b5d6-ce648310d298
6507,2024-08-17 21:32:38.823528,555.61,Spotify,Entertainment,Credit,b54471bc-1086-4c5d-971a-6e1aa1efa5c7
1978,2024-07-09 21:08:38.384109,231.56,Target,Retail,Credit,89c347e9-6ffe-482d-b2e1-c95fb12eb8f2
1596,2023-12-13 21:14:35.688974,623.5,McDonald’s,Food & Beverage,Debit,b47b7623-8625-4490-b9dc-c87c8693e1c9
9439,2024-10-01 21:16:10.893297,665.59,Target,Retail,Credit,35c9484d-0b8d-47de-9b9f-af132e3e107d
5464,2023-11-24 21:12:14.220224,947.48,Uber,Transportation,Debit,81a7bc81-51ad-4ce6-b38a-c5cd33b5eafb
2004,2024-01-30 21:32:38.633514,205.19,Netflix,Entertainment,Debit,0f8084bf-cbe6-43a0-a45f-f2870a711245
9314,2024-01-22 21:12:39.851101,767.52,Tesla,Technology,Debit,ed21668e-afaa-48f6-9345-4dbc3acb1c58
2955,2024-07-01 21:24:01.586814,159.01,Apple,Technology,Credit,67f07c39-43f4-41a7-aec1-ebe3d3df1b7a
8322,2024-08-27 21:13:18.677226,394.67,McDonald’s,Food & Beverage,Debit,2c6dfd7d-6ea7-41cc-b607-9454d7148613
7642,2023-11-14 21:31:58.637305,234.6,Amazon,Retail,Debit,9d0b0b44-9d60-4588-8d41-72275bb9788e
6974,2024-09-23 21:15:33.232368,625.37,McDonald’s,Food & Beverage,Credit,14cf2bb1-461b-47e4-ab68-682b783fa271
2932,2024-01-11 21:10:19.728811,113.37,Apple,Technology,Debit,477817bd-734c-4d0c-b1a0-4e35097c0017
4657,2024-01-20 21:20:32.547589,489.48,Costco,Retail,Debit,eb848de7-81f2-46cc-9413-7c63934adf2e
6894,2023-10-14 21:31:46.670181,185.06,Target,Retail,Credit,2f10d802-6954-47f2-b098-b96e452c57af
6745,2024-09-22 21:27:35.343321,888.92,Netflix,Entertainment,Credit,a5f4bd47-c703-48d1-a8a5-f854190989a8
4728,2024-10-05 21:11:46.996948,199.57,Walmart,Retail,Debit,54dabd3e-610e-4d08-a63f-8ddc7183ad33
2816,2024-05-17 21:15:48.807631,481.9,Lyft,Transportation,Credit,3e29a97a-f8ac-4c7d-9234-10262f536409
6161,2024-02-04 21:29:53.348056,308.72,Target,Retail,Credit,dfe391e9-6ae5-4e81-9f34-43aed576c080
5233,2024-01-08 21:20:07.789665,770.74,McDonald’s,Food & Beverage,Credit,9e636b80-7f92-441d-863c-2019b37a8033
1840,2024-09-26 21:33:18.953060,610.71,Costco,Retail,Credit,75132c55-54e1-4e42-9b52-5be476a1d5d8
4812,2024-03-31 21:26:38.593208,242.72,Tesla,Technology,Debit,ed3a52ff-27ba-451f-aaad-7b01d224aea6
1420,2024-08-31 21:10:20.269959,165.4,Lyft,Transportation,Debit,83e30a97-e9b1-4955-ac98-5e21d823824e
7260,2023-11-15 21:11:23.938154,57.77,Tesla,Technology,Credit,aa36d666-d557-4c7a-ae08-db832b4f54ee
5768,2024-02-04 21:22:54.443248,370.58,Netflix,Entertainment,Debit,9375971f-966e-47cb-bb26-0eb69414beec
1843,2023-11-27 21:31:53.788949,680.44,Uber,Transportation,Credit,71b93d08-216e-40b3-879f-e1ca7a4deca1
8105,2024-06-06 21:21:01.469396,995.59,Tesla,Technology,Credit,2c4d75fc-ff1e-4fdd-a3e8-f7aff94a57ec
6092,2023-11-28 21:29:47.861804,382.54,Target,Retail,Debit,ac15f481-5667-44b2-9191-b975bfa95545
9366,2024-02-03 21:31:31.638535,962.4,Tesla,Technology,Debit,f013510a-c7c7-4f01-96c0-c47693ffe933
6016,2023-12-21 21:27:48.176809,411.67,Spotify,Entertainment,Debit,2f15a68a-3e12-4377-b7fb-5cbc0b323512
4499,2024-01-08 21:31:50.703704,580.84,Starbucks,Food & Beverage,Debit,62ed30ca-7cf9-4af0-ba3b-c681bf17fa83
8187,2024-04-14 21:15:42.663826,52.75,Amazon,Retail,Debit,21915e7f-575e-4a3f-8af0-fc704746faa9
4366,2023-10-22 21:11:48.627960,696.63,Tesla,Technology,Debit,ee27380f-9c60-4aea-a861-cfd425cf5261
5289,2024-02-20 21:30:25.797746,56.03,Costco,Retail,Credit,88cf36aa-333f-4747-9df5-1fc1ac46621c
8036,2024-08-18 21:29:30.876839,82.74,Lyft,Transportation,Debit,c13be650-9f83-4715-b427-0a1fdee294c6
4712,2023-10-11 21:13:05.192480,210.47,Lyft,Transportation,Credit,7a191852-5106-4270-adee-71fec8febebb
2967,2023-10-22 21:21:18.102761,447.43,Spotify,Entertainment,Debit,3be1e2b4-e215-4d9d-88c6-e8bda881961f
1137,2024-03-30 21:24:51.999850,413.88,Target,Retail,Credit,1b0dbd6d-950c-4fa8-867b-6bc38622fcd1
1084,2024-05-13 21:34:21.564875,739.63,Starbucks,Food & Beverage,Debit,7564b163-8fad-4e44-bd39-82e019488788
4381,2023-11-20 21:33:30.820390,501.13,Lyft,Transportation,Credit,a0b6ef7a-5d27-4a9e-8234-72476568eb4b
5970,2024-05-06 21:28:27.288342,156.93,Uber,Transportation,Debit,6063dd32-9123-4d31-9817-3011404b8f5f
8744,2024-01-30 21:21:44.371433,504.09,Spotify,Entertainment,Debit,122f3a1f-2466-4d6f-a625-3c36f608ed3b
1055,2024-04-24 21:30:42.659983,795.29,Amazon,Retail,Credit,c4a9cf68-afa7-4d4c-8a0a-74eb7d924f39
7201,2024-08-17 21:10:01.344218,15.88,Spotify,Entertainment,Credit,fbd9bfa9-07e3-4785-a985-988983ed753f
7700,2024-03-12 21:19:59.864034,686.15,Uber,Transportation,Credit,c8d84ecc-8914-4c25-a90e-e82b6fac342a
6763,2023-10-28 21:22:05.998026,198.21,Tesla,Technology,Credit,ea4720e6-b656-494d-b008-352071644d07
7442,2024-08-26 21:16:22.096778,521.93,Target,Retail,Credit,991d630f-fc66-42c1-b254-bb67a40c7f68
1452,2024-10-06 21:35:11.645507,626.82,Target,Retail,Credit,7fbe240a-14f9-4301-9605-d409b2afe27e
8904,2024-04-25 21:29:04.515331,176.71,Walmart,Retail,Credit,34fdae58-904b-4908-8c5b-6ed37ff9810a
9075,2024-03-14 21:08:43.373561,256.5,Starbucks,Food & Beverage,Credit,99edd99b-9d13-4074-925a-fc711ecd14d7
2261,2024-05-19 21:32:15.689825,392.16,Spotify,Entertainment,Credit,932a41af-afae-44b3-8c7e-93f1569aafb8
2267,2024-05-11 21:20:33.467302,122.33,Starbucks,Food & Beverage,Credit,5f66493a-85ce-4467-a19b-f2fd5dcec9c3
5036,2024-05-20 21:27:13.275605,130.61,McDonald’s,Food & Beverage,Credit,58d06456-1c99-4074-9454-5f9c3f772ca6
2030,2024-03-03 21:20:43.766656,424.66,Netflix,Entertainment,Debit,5d1f287c-9698-4790-b6eb-d8f18401b40c
8945,2024-04-19 21:22:16.214208,753.79,Netflix,Entertainment,Debit,3b920cb7-c748-4db7-8d89-1a4bbd0f3010
2447,2024-05-07 21:31:03.525844,343.46,Apple,Technology,Debit,a9eec864-68bf-4204-9cd7-ad684e5faea8
8429,2024-03-01 21:08:27.402356,770.55,Netflix,Entertainment,Debit,cd88f72f-191e-4561-a2a0-22bbe6a991cd
4609,2024-07-03 21:31:36.364160,353.09,Lyft,Transportation,Credit,7c7253ee-8a53-4a50-937c-5ccd25032255
2980,2024-06-28 21:20:42.944320,519.59,Netflix,Entertainment,Credit,00803aa9-ebe0-4475-b92f-1fd8d79b5a66
8706,2024-03-04 21:16:17.838138,569.81,Lyft,Transportation,Credit,eeca6273-d29f-4129-9564-905b67984859
3207,2024-01-03 21:09:27.552385,141.64,Costco,Retail,Debit,bb6d8b68-3697-4aa0-a1f0-9c0e470f67f4
9096,2024-06-21 21:23:06.510093,887.36,Target,Retail,Debit,636b825a-df83-47c7-a023-c7620a59544a
7895,2024-07-11 21:27:09.523155,361.48,Starbucks,Food & Beverage,Debit,142a2a4b-f5bf-472c-860c-9bec442122f9
2189,2023-12-11 21:18:08.557665,28.69,Target,Retail,Debit,d86d4135-6689-4ebe-b4e1-17038671357d
2598,2024-05-19 21:26:48.673735,504.13,Costco,Retail,Debit,5c691f73-019e-459d-9043-6f18ecd6212f
6844,2024-01-29 21:18:45.782109,689.42,Uber,Transportation,Debit,70d50ef5-4c4f-418a-affc-228154123ebd
5951,2024-09-04 21:29:32.904976,65.47,Spotify,Entertainment,Debit,f7570eea-7d14-421c-8296-a84965cbb356
9597,2023-10-26 21:09:18.932571,300.43,Netflix,Entertainment,Debit,1a7688a5-020d-476b-8e30-867b8f2ba369
8861,2023-12-03 21:12:43.620707,437.99,Lyft,Transportation,Credit,1e1c67c6-1420-4ee8-8e44-2525f0b2f720
2215,2024-04-08 21:23:49.715972,591.83,Lyft,Transportation,Debit,339773f0-fa2b-420a-85a8-b3e4f30f87c4
2214,2023-11-13 21:08:28.580735,152.85,Costco,Retail,Debit,ef28873b-1754-4d9e-8a7a-d8ae29bfd0cb
5483,2024-06-03 21:09:43.929984,721.7,Target,Retail,Debit,1bf6b13c-6db0-4f1b-b417-1e61ddf574cf
4784,2024-06-09 21:18:36.401024,379.61,Netflix,Entertainment,Debit,91d88bbf-6322-4e1e-b6f9-6136806fa523
4708,2023-11-02 21:12:21.038110,275.78,Spotify,Entertainment,Debit,b8bc4e26-7829-4a01-8762-b281fa5a1e0e
1160,2024-07-14 21:12:17.145153,131.21,Spotify,Entertainment,Debit,46f2ddba-10a2-417e-b8c0-5cf08a3dd84d
5396,2023-11-25 21:20:15.679226,899.31,Uber,Transportation,Credit,6648ae38-60a3-4022-835b-41a5f170315b
3349,2024-02-12 21:28:59.350200,450.8,Apple,Technology,Debit,93ec9349-c5f9-4d7b-8d96-927dd5145d65
2379,2024-05-03 21:13:12.884085,964.56,Starbucks,Food & Beverage,Debit,dd32cbaa-09b4-4ad1-87a4-d1372c0aa2c2
5434,2024-05-07 21:30:52.184120,433.79,McDonald’s,Food & Beverage,Credit,6b257252-f3d5-4f46-9e71-1185a76b73b1
9957,2024-02-15 21:16:55.608092,167.82,Apple,Technology,Credit,d225d572-82d5-4639-b694-4a5847f0a316
7878,2024-05-21 21:19:31.151807,999.88,Target,Retail,Credit,19c4f491-9f3c-4902-8c3c-6788fec404c3
5941,2024-03-15 21:22:31.180779,23.17,Spotify,Entertainment,Credit,8e477e31-fcf5-4484-a92a-253da115aee4
7400,2023-10-14 21:33:17.053276,570.9,Lyft,Transportation,Debit,d6511586-ab38-4c52-8447-057168868557
4319,2024-08-10 21:12:19.432650,918.34,Costco,Retail,Credit,e0abe21a-53a1-4e75-83a5-e0d1546fe880
8706,2024-08-18 21:16:38.072458,390.87,Apple,Technology,Credit,563ae048-f05e-4012-9ecb-87bb497876da
3630,2024-04-02 21:12:46.763660,773.58,Lyft,Transportation,Debit,28aa9a6f-4f55-417d-b97b-e9cb295a5336
1194,2024-09-19 21:34:51.399501,852.15,Lyft,Transportation,Credit,d42ce41a-dd8a-425b-ba28-c28d01f21dab
4706,2024-05-11 21:11:18.020931,127.61,Apple,Technology,Credit,7a6fd438-72a1-4488-8f81-dff26e159bb1
4990,2024-05-07 21:34:32.430141,926.63,Apple,Technology,Credit,53b36bb5-3186-4fe7-8d4e-0733e9ca57f4
2431,2024-04-10 21:18:58.096895,257.98,Tesla,Technology,Credit,a0cb385e-af4e-4d3d-8b39-0dbd8c964575
3308,2023-10-21 21:16:26.424808,857.35,Amazon,Retail,Debit,776379ac-6f06-485c-8df3-9cf6a676615b
6934,2024-07-13 21:22:04.007434,445.91,Costco,Retail,Debit,396539bb-002d-4f4b-ada5-9038db2a6cfa
9753,2024-04-08 21:22:56.360597,389.56,Amazon,Retail,Credit,72b2b511-6277-4bce-9727-056f67941726
2766,2023-11-06 21:13:05.367480,965.98,Tesla,Technology,Credit,8429cc42-5ff2-49bd-b676-cc59a53e4996
6456,2024-08-11 21:14:52.332764,501.85,Starbucks,Food & Beverage,Credit,bcc31b05-cdfa-4200-9696-222573da5060
2899,2024-03-29 21:21:21.296214,440.01,Costco,Retail,Credit,cac14e3a-bef8-478d-811b-4831d2726f88
8192,2024-05-05 21:31:34.287818,806.88,McDonald’s,Food & Beverage,Debit,17014227-7b4f-4e1e-8574-e56084a8942c
3877,2023-12-05 21:17:12.348957,441.81,Spotify,Entertainment,Credit,8b80b5b1-74f8-45cd-baa3-a0df452cc953
3614,2024-04-24 21:14:32.035487,944.57,Starbucks,Food & Beverage,Debit,42d38ede-c324-4df7-a832-dfa578d3a96c
5752,2024-09-24 21:13:04.216727,74.5,Spotify,Entertainment,Debit,9f512a66-8b53-444f-9ee9-dc82fb02a0e4
7017,2024-09-13 21:17:20.145157,794.85,Uber,Transportation,Debit,be2a2657-2baa-45fe-92d3-3859cdc24f37
4094,2023-10-31 21:11:58.855355,694.41,Tesla,Technology,Debit,e01b3632-94ea-4568-8975-792c52a1a75e
1020,2024-10-03 21:24:46.633228,701.6,Costco,Retail,Debit,e78564ac-4b3e-43a5-93ca-092ccab2cd3f
2401,2024-09-15 21:12:29.009537,191.02,Costco,Retail,Debit,9e63c5d1-f395-44b4-a62c-41d8c2e8a690
6720,2024-06-27 21:32:22.649939,110.63,Walmart,Retail,Debit,f6bff6df-9d37-4329-af4c-506a21fd5e92
1071,2023-11-08 21:26:56.939472,983.85,Uber,Transportation,Credit,8f0436a3-a84c-4567-8316-732205e3fb34
1374,2023-12-01 21:33:25.534677,771.31,Target,Retail,Credit,88743251-c52b-452a-b001-2848d606f3e8
7382,2024-09-21 21:34:48.857193,474.1,Lyft,Transportation,Credit,740e5ecc-de0e-4203-b363-e0b3e6cfdd7c
5056,2024-01-21 21:24:53.362565,99.54,Costco,Retail,Credit,ba7e52be-8113-420f-a04d-2559f2d4dc7b
1835,2024-05-31 21:20:08.822314,561.98,Target,Retail,Debit,d773745b-1658-41b1-86de-99adf16a6d6f
1072,2023-12-16 21:08:25.429864,978.24,Starbucks,Food & Beverage,Credit,0724b0c8-039c-4236-8d32-6d5629dbcfc8
6350,2024-03-21 21:31:22.383776,446.98,Netflix,Entertainment,Debit,e71eb4a2-1876-40bc-9332-a9a55f3891d5
